member_id,full_name,date_of_birth,gender,city,state,plan_id
0f235c70-d4a8-4a79-e124-eb3b6da274a0,Dovie983 Fay398,1992-01-05,F,Longmeadow,GA,PLAN_GOLD
e15d5c46-48a2-2364-2b4f-529ecbe0c956,Edison640 Hudson301,1970-12-26,M,Bourne,OH,PLAN_SILVER
97899f1d-9c3b-2b90-17b8-400c11ab8f0f,Alberta625 Waters156,1969-10-19,F,Woburn,NC,PLAN_BRONZE
9ac43dbb-44d6-871e-b411-a1c18c61b55e,Mohammad578 Mann644,1942-10-15,M,Pembroke,PA,PLAN_SILVER
87daa935-0fc8-61cf-9e00-b8540c292903,Collin529 Becker968,1959-11-17,M,Methuen,AZ,PLAN_PLATINUM
81b2098d-e476-7d41-46b1-1c86fa027785,Isa815 Gorczany269,1956-02-18,F,North Plymouth,IL,PLAN_BRONZE
10a1709a-5dde-1e3a-4c06-d8de03764712,Werner409 Schneider199,1958-04-07,M,Yarmouth,CO,PLAN_SILVER
e984f023-1987-15a9-f24b-f980ce800206,Starla601 Collier206,1975-08-10,F,Scituate,PA,PLAN_SILVER
e92c1f65-ac3e-4732-1199-fcaefa803406,Ernesto186 Jaramillo133,1969-06-17,M,Winthrop,WA,PLAN_GOLD
e000e5c8-30f7-7a53-a324-7f3e431ba008,Cletus494 Bartell116,1970-03-08,M,Amherst,CO,PLAN_BRONZE
f7a3acd9-1c09-59d6-dbaa-079164cbe703,Emerson869 Frami345,1976-02-19,M,Taunton,OH,PLAN_SILVER
96df4283-1388-506c-e88f-77cd4232e1b4,Alonso270 Barton704,1942-10-15,M,Pembroke,GA,PLAN_SILVER
78a50f0f-cce6-17f0-cc9f-bd605ce78292,Mardell937 Legros616,1984-12-26,F,Cohasset,CA,PLAN_SILVER
b45719be-ad92-ca35-29be-daaacf4f258b,Pierre431 Collins926,1966-03-01,M,Boston,MN,PLAN_BRONZE
87cecc0c-9c64-cc50-5370-d7c881ccbd61,Lucio648 Toy286,1948-03-03,M,Somerville,CO,PLAN_BRONZE
33b3cedc-e045-2a40-e5b7-116ede5d8c66,Sharlene906 D'Amore443,1944-02-16,F,Worcester,CO,PLAN_BRONZE
54e10ce1-0444-aa9d-a915-1d576a6a0f70,Todd315 Breitenberg711,1958-04-07,M,Yarmouth,FL,PLAN_PLATINUM
fa311677-035c-7329-3dec-2a01c9afd965,Jeremy766 Witting912,1958-09-06,M,Plainville,FL,PLAN_BRONZE
899c3251-4ec5-8102-957c-e89acd5b921a,Lakeesha370 Romaguera67,1969-02-02,F,Newton,NC,PLAN_BRONZE
0fc183b2-8b93-ec17-d2fc-e703b373c9d7,Barbara209 Soliz209,1971-01-18,F,Salem,MN,PLAN_GOLD
add236d5-0131-8a3f-8b55-a081df83922e,Darline247 Ondricka197,1997-12-19,F,Peabody,WI,PLAN_GOLD
d2f61dcd-764f-619a-a60e-dc4a23eb3d53,Molly175 Carroll471,1999-04-03,F,Waltham,NY,PLAN_GOLD
a74d0e94-a25c-e5b1-3d27-d23552bd29f1,Sydney660 O'Hara248,2014-05-13,M,Gloucester,NC,PLAN_BRONZE
5136cc20-a63c-c7c8-00ae-fc5fa86be863,Lavern240 O'Kon634,1942-10-15,M,Pembroke,CA,PLAN_PLATINUM
d7b59f8c-fe04-46a1-de11-1ca3bd0d58e9,Tad831 Pagac496,1998-11-24,M,Hatfield,IL,PLAN_BRONZE
2a98d763-bdbc-f524-31b7-23712dc08894,Maxwell782 Littel644,1971-01-03,M,Middleborough Center,MN,PLAN_PLATINUM
c1c5bcd1-d232-8de3-7e0f-3ef13280455c,Delmy607 Shanahan202,1995-05-21,F,Agawam,GA,PLAN_GOLD
e7d52393-d28b-96d3-fe60-5a19ef9ce171,Javier97 Greenfelder433,1948-03-03,M,Somerville,TX,PLAN_BRONZE
be86cb71-0481-f2c6-c89b-e8ea1136a893,Isadora719 Tremblay80,1957-02-12,F,Ipswich,CO,PLAN_GOLD
71a8b156-760b-df6b-859e-eefc7932a526,Adriana394 Hintz995,2014-11-15,F,Boston,AZ,PLAN_BRONZE
63d20fbe-d046-cc9f-59b7-c51c073583c1,Roselia779 Kilback373,1944-02-16,F,Worcester,CA,PLAN_GOLD
2aeeff83-dd7a-e599-6199-35b39c614293,Grady603 Predovic534,1983-03-26,M,Boston,IL,PLAN_GOLD
6ab08a28-1670-be6a-f2c9-f2e248700836,Ermelinda113 Kerluke267,2001-04-01,F,Amherst,MA,PLAN_BRONZE
41ba25b8-f5ca-3bce-c26f-64b5ce13e525,Lucius907 Gerlach374,1970-10-24,M,Methuen,OH,PLAN_GOLD
683fc157-3f75-3396-c034-a3fb4ec710fe,Ian270 Ledner144,1989-08-30,M,Franklin,OH,PLAN_BRONZE
de08c2b0-05d0-ba6a-a515-d7d779aa5191,Chase54 Okuneva707,1988-10-22,M,Boston,CA,PLAN_GOLD
3beee40e-512b-420f-38a3-28e56cddbc9b,Lou594 Crooks415,1952-07-28,M,Heath,PA,PLAN_BRONZE
9e84e569-7adc-ff42-ccdb-9fe9c23842a6,Armando772 Hilll811,1945-11-04,M,Lynn,PA,PLAN_GOLD
346a1435-2455-914f-c287-7b88052d05db,Akiko835 Pfannerstill264,1981-11-16,F,Framingham,NC,PLAN_SILVER
1d1af1df-c916-9534-dcb4-b9aaf02e48d5,Pattie91 Feest103,1974-07-16,F,Springfield,IL,PLAN_PLATINUM
d60a19c3-848d-6c3b-deed-8e2226bd5757,Monica757 Nikolaus26,2011-04-25,F,Worcester,GA,PLAN_BRONZE
af0323f7-dcf2-5d97-8623-2f0d511016ec,Luigi346 Carroll471,1960-06-27,M,Boston,PA,PLAN_SILVER
165a4435-31ff-0493-eb3f-3a86106f3a59,Thelma273 Bayer639,1972-09-14,F,Agawam,PA,PLAN_PLATINUM
75bfc8f4-2f19-2b6a-120a-31888422aa78,Geraldine667 Koch169,1965-06-26,F,Groton,FL,PLAN_BRONZE
fee55adf-498c-5111-2136-e805906a3a74,Rea30 Daugherty69,1974-12-23,F,Haverhill,GA,PLAN_PLATINUM
d432ac90-2b10-097f-9a30-093555da284f,Esther279 Toy286,1970-08-20,F,Middleborough Center,OH,PLAN_BRONZE
51b59c09-c5a3-9c00-9ff0-e18c05efe769,Carmen818 Gutkowski940,1979-02-14,M,Foxborough,NY,PLAN_BRONZE
4b0187d5-ffc7-563b-80e8-0d45bfd0709f,Ines699 Beier427,1948-04-14,F,Marblehead,GA,PLAN_SILVER
4898f210-0f92-d5f8-0b8f-29c0899b69db,Herbert830 Pouros728,1983-04-09,M,Hatfield,NC,PLAN_SILVER
cbf4f991-0ef5-2f3f-122d-2b73edb21c1f,Weston546 Thompson596,1955-02-02,M,Yarmouth,WA,PLAN_PLATINUM
0c821314-2669-2ad3-2ac3-8ce662d8325c,Paz9 Murphy561,1975-11-15,F,Berkley,WI,PLAN_GOLD
34b1b3b3-73ce-1bc2-b26e-dce20c4f6cbc,Jerry654 Satterfield305,1950-09-30,M,Fitchburg,TX,PLAN_PLATINUM
9b94051f-59a9-c941-61af-9acf2a9af22f,Stephen891 Daniel959,1945-07-17,M,Rehoboth,TX,PLAN_SILVER
9ef4db86-c427-ddfe-a607-737f08ffb0c1,Terrilyn343 Murphy561,1973-04-02,F,Lowell,MN,PLAN_BRONZE
aa83e9bd-e4d5-1874-01ec-539e4a8356e1,Mitch821 Stark857,2016-08-08,M,Essex,MA,PLAN_BRONZE
90053970-cbf7-9102-32f1-61c1b05827a8,Mika226 Daugherty69,1959-03-23,F,Walpole,TX,PLAN_SILVER
97a30f0c-5ece-06e1-f7c1-1f8d46057ea7,Lucretia377 Mann644,2012-11-26,F,Andover,NY,PLAN_PLATINUM
e8ffd460-0685-7966-5e43-d24315e2f40c,Joya53 Hagenes547,2000-05-09,F,Boston,WA,PLAN_GOLD
39b4eaac-6d32-3610-6cdf-20196fd708cb,Noriko180 Herman763,2005-04-13,F,Kingston,WA,PLAN_PLATINUM
8de0c26b-923d-7d3a-3315-9a800f7e46ec,Johnathan55 Reichert620,1955-02-02,M,Yarmouth,MA,PLAN_GOLD
246fb368-8991-dc93-f6a5-eca807e7dbde,Eleni953 Hilpert278,1990-10-28,F,Halifax,NC,PLAN_GOLD
51c7ff6a-33e3-3e1b-d3ad-0035c8227dfa,Georgiann138 Heaney114,2002-04-11,F,Amherst,NY,PLAN_BRONZE
7adfe946-37fc-cb42-d68b-04175f767196,Ilona639 Graham902,1996-06-09,F,Seekonk,NC,PLAN_GOLD
509f9a77-2a22-f98b-c539-9a44057efb51,Loretta235 Bosco882,1965-02-08,F,Mashpee,GA,PLAN_SILVER
23436e20-0eca-9c61-472c-6f03ec5bef26,Chris95 Gislason620,1988-07-19,M,Mansfield,WA,PLAN_PLATINUM
591d3cc1-8a81-1962-faef-d96b874870b2,Kaitlyn96 Heathcote539,2002-05-08,F,Northampton,AZ,PLAN_SILVER
0ee91088-5b0d-8cdb-ef22-357b12a26b25,Lavera253 Reilly981,1986-02-11,F,Salem,FL,PLAN_GOLD
89464607-f8af-06a3-fe2f-227495c12550,Jayme42 Abernathy524,1975-12-22,F,Haverhill,TX,PLAN_GOLD
23cec4fc-145d-f75d-dc70-2a52c97bd9c3,Deandre599 Harris789,1951-12-12,M,Westford,OH,PLAN_PLATINUM
27050e3a-dba0-61b9-3041-373c323e16a4,Jenifer459 Abshire638,2004-02-20,F,Attleboro,CA,PLAN_BRONZE
ff0e4d0e-6181-e36e-d817-64dbcaecb5d0,Domingo513 Bashirian201,1994-08-12,M,Barnstable,GA,PLAN_GOLD
69280d14-c5eb-897b-59ce-e4432cd9509a,Suzan149 Franecki195,2008-09-22,F,Southborough,GA,PLAN_BRONZE
0631ad5a-2c27-b7bf-f2eb-e2deec82692a,Sharleen176 Cronin387,2007-09-28,F,Westport,TX,PLAN_BRONZE
c0b0f482-c7b7-c9dd-9f8d-66f8dc6b4f4d,Young120 Orn563,1967-01-30,M,Boston,AZ,PLAN_SILVER
80534c6c-b12d-caa5-42de-b179fd7f9695,Anthony633 Wehner319,1994-08-12,M,Barnstable,FL,PLAN_GOLD
b1b0fe43-a0f7-3ea6-67f8-0b5a3afd5a8e,Hassan290 Wyman904,2020-02-02,M,Chicopee,MN,PLAN_SILVER
303c8bd7-a047-5e7c-6dd3-1d6e7f04d439,Almeta56 Marvin195,1999-06-04,F,Shrewsbury,NC,PLAN_GOLD
e266fa7d-d981-ef94-45e7-3d253425c3f9,Yong583 Rodriguez71,1999-11-27,M,Boston,WA,PLAN_GOLD
1a4f3136-4eae-dc5d-f68d-046b7a2e11ea,Sherilyn598 O'Keefe54,1977-12-20,F,Boston,MN,PLAN_PLATINUM
87bd827a-41ca-256f-6e86-2d5e9623f805,Marlen929 Batz141,2007-10-21,F,Boston,MN,PLAN_PLATINUM
a9a2c4dd-a0c9-97d4-8983-c4dbe2a76ca2,Cesar434 Strosin214,1951-10-06,M,Dighton,GA,PLAN_SILVER
82e25b95-7bfc-a54f-f242-1e7156c27d74,Marlen929 Kulas532,1973-01-05,F,Chelmsford,IL,PLAN_PLATINUM
fbee8d6b-5acf-370c-7edd-af0d84f5288c,Synthia172 Davis923,2000-10-10,F,Revere,MA,PLAN_GOLD
86dbfa87-dc1c-e529-f39b-4910e4deb3fb,Katlyn29 Hyatt152,1965-11-08,F,Boston,CO,PLAN_GOLD
873049ed-d86d-74b2-84c4-cbc49b4384d0,Lean294 Barrows492,1993-03-21,F,Brockton,GA,PLAN_BRONZE
65d5c7e2-c5b3-6f0d-9ca3-17b8bca2db28,Donnell534 Kshlerin58,1975-09-16,M,Northwest Harwich,AZ,PLAN_GOLD
fc8e4748-86f4-1d49-af95-4c7e48678ca7,Jeffery551 Brakus656,1961-07-21,M,West Dennis,GA,PLAN_PLATINUM
c99968ac-6782-9ae2-aab2-98277ae5a8e8,Kayleen757 Spencer878,1977-10-13,F,Framingham,IL,PLAN_BRONZE
0f444cf3-eb58-6f42-c740-a6ab70cec7ee,Genny123 Rath779,1955-02-23,F,Billerica,IL,PLAN_GOLD
ef5697a6-2bd3-d1c3-67ea-0f7892f4e76f,Dorotea472 Botello137,1986-07-19,F,Worcester,NC,PLAN_SILVER
d00d8a67-a23f-6fda-d97d-2a6391685500,Andera917 Lindgren255,2015-02-11,F,Westford,PA,PLAN_GOLD
4e64cd82-c0b5-2005-2690-240374ca045c,Numbers230 McClure239,1952-10-09,F,Somerset,FL,PLAN_BRONZE
9c3df38a-d3b7-2198-3898-51f9153d023d,Edythe31 Morar593,1974-06-18,F,Watertown,AZ,PLAN_BRONZE
b5e092a6-8d10-a0b4-4cf5-66aee144f7ed,Sterling124 Mitchell808,2011-10-01,M,Rockland,FL,PLAN_PLATINUM
49e94ea9-a534-15f8-fd74-3c739f2c0eb2,Gillian484 Langworth352,2005-09-29,F,Lawrence,WI,PLAN_SILVER
e4a67e2a-4d8d-70e7-b0fb-83480abf443c,Angelo118 Conroy74,1985-11-06,F,Attleboro,OH,PLAN_BRONZE
15d242fa-2a82-6921-b247-552b60cfcd4e,Nelson403 Jast432,1953-05-05,M,Peabody,NY,PLAN_BRONZE
c98f8278-af04-a31b-ebee-65d34ae0466f,Rodrigo242 Thompson596,1984-12-24,M,Westfield,WI,PLAN_GOLD
c63b5472-3136-5428-0e24-662ff2b5cee5,Vania595 Mills423,1979-05-07,F,Worcester,IL,PLAN_PLATINUM
eac36a6d-a107-216a-9584-ee7837236627,Gary33 Hoppe518,2019-01-24,M,Shrewsbury,FL,PLAN_PLATINUM
ff9f14e4-d241-71fe-a501-2199e39aa79a,Andrew29 Wilkinson796,2003-07-26,M,Cambridge,NY,PLAN_SILVER
a7cfdf56-6a3f-ac5c-3a45-6f223312b36c,Olen518 O'Reilly797,1996-01-16,M,Worcester,IL,PLAN_GOLD
5b03f610-14e2-e72c-1eb0-3fdcebcbd38d,Bettina657 Nienow652,1937-03-16,F,Natick,TX,PLAN_GOLD
41deca00-d1c8-0478-3ff7-a074db2cf397,Joey457 Stoltenberg489,1958-06-17,M,Pepperell,OH,PLAN_PLATINUM
0ad457cc-32d8-20d1-7f13-d775f7172a0e,David908 Heidenreich818,1996-07-16,M,Attleboro,PA,PLAN_PLATINUM
d7bb0340-9894-8bd0-056a-29efc5444fa0,Heath320 King743,2000-05-04,M,Amherst Center,MA,PLAN_PLATINUM
39e6bf34-9ff7-f200-8cd8-7b44ef09b4ed,Teresita257 Little434,1995-11-23,F,Lynn,CO,PLAN_PLATINUM
d786f8d0-61de-9b30-54d3-9a8eb517da09,Inés791 Huerta329,1954-11-15,F,Westport,OH,PLAN_GOLD
21dde8d5-5497-8bf3-aa32-b79e998e9024,Kristen940 Gulgowski816,1965-07-18,F,Beverly,NC,PLAN_BRONZE
39b9fc41-87ce-92a5-5096-539739bb657c,Jenice416 O'Conner199,1954-08-28,F,Boston,CA,PLAN_PLATINUM
ec56f618-56ed-cf49-78fd-4d561bf7cba3,Shonta375 Veum823,1941-01-11,F,Boston,WI,PLAN_SILVER
7fea6a12-aae3-a4d5-4abf-d6b622deaeb1,Shelby741 Quigley282,1987-09-27,M,Boston,FL,PLAN_SILVER
396babc6-6b4f-e29b-40f7-ea119ee57ac4,Ralph813 Herzog843,1980-10-24,M,Ashland,CA,PLAN_SILVER
179d9711-5c0f-958e-4466-2295daac7451,Rosendo998 Padberg411,1975-12-24,M,Milford,AZ,PLAN_SILVER
70231807-0c38-db06-806e-a73e94bcd591,Susie661 Tromp100,1937-03-16,F,Natick,AZ,PLAN_PLATINUM
a25e9984-9c96-bcd4-07f9-9f763e077366,Kimbra238 Bogan287,1983-05-03,F,Holliston,MA,PLAN_PLATINUM
28db1c55-fe99-d5c8-8fc4-bffda09ab3be,Sana377 Wolff180,1977-09-15,F,Brockton,CO,PLAN_PLATINUM
f1b34fb1-f5e8-f45d-109d-99258979e7c6,Son314 Lehner980,1973-09-22,M,Needham,NC,PLAN_PLATINUM
6895f047-ab31-c293-b335-374256e01eb1,Alicia629 Jakubowski832,2020-02-14,F,Leominster,WA,PLAN_PLATINUM
c8ff4993-f646-91ea-f261-c8622dd1500a,Darcey370 Walker122,1978-11-19,F,Brookline,PA,PLAN_PLATINUM
1d238968-2939-1734-5e6e-650d3e16454c,Mason910 Hettinger594,1975-12-24,M,Milford,OH,PLAN_BRONZE
f3d95ff6-eeeb-a007-cde5-e69cfeee826f,Lanie389 Zemlak964,1993-02-21,F,Boston,TX,PLAN_SILVER
426cade9-82be-f335-7340-c4413e4bdd6a,Erich201 Gulgowski816,2008-04-26,M,Great Barrington,GA,PLAN_PLATINUM
3a4e4953-19cb-5a92-d896-cfeaa03f5ba8,Sudie246 Rowe323,2004-07-18,F,Concord,IL,PLAN_BRONZE
2c6287fd-399c-c0ca-1041-38564cb611ab,Shavonne800 Barton704,2009-04-27,F,Topsfield,WA,PLAN_PLATINUM
752a3c69-44d7-d6af-0340-7d3e748f6060,Oralia106 Williamson769,2000-08-10,F,Fall River,IL,PLAN_BRONZE
2af5741b-913e-7915-e51c-890dd5c261fa,Janna498 Shanahan202,1963-06-04,F,Concord,FL,PLAN_GOLD
563187cb-7236-8b85-e6bc-79f35538910d,Argelia29 Will178,1968-09-11,F,Boston,MA,PLAN_BRONZE
162135b4-931d-a531-c2ad-047b0c24abe8,Genna99 Stehr398,2006-03-14,F,Dartmouth,CO,PLAN_PLATINUM
bf0ad07a-462c-e0c9-bc3c-c40645afc6f9,Clay913 Gleason633,1960-08-25,M,Salem,MA,PLAN_SILVER
aa01ba4c-e0ac-805a-f1cb-9b38dc431f4f,Lizette501 Nikolaus26,1963-07-26,F,Southborough,FL,PLAN_BRONZE
965ecf4b-40d6-02e3-fe08-acd9eafc68fe,Arthur650 Mante251,1948-08-17,M,Charlton,MA,PLAN_SILVER
f665d685-1e8b-dc83-a1e4-7ca3f26d5a8c,Palma671 Mann644,1971-06-27,F,Waltham,CO,PLAN_GOLD
fbc55f1a-9438-99af-595e-8a4196b6684b,Bee658 Jacobi462,1993-04-27,F,Somerset,NC,PLAN_GOLD
7fc4f0ed-3671-9ba3-43ba-f7e8da8ca108,Cher186 Becker968,2005-01-12,F,Springfield,GA,PLAN_PLATINUM
60e27639-436c-6c04-1ff6-9790df8552f8,Lashandra868 Ankunding277,1959-09-26,F,Belmont,OH,PLAN_PLATINUM
659bd07d-dffb-9aa2-6a0d-7c52e41e46eb,Michele387 Murphy561,1949-01-31,F,Arlington,WA,PLAN_SILVER
22e14c09-32f4-0b73-36e3-b38c967afd1b,Jerica256 Glover433,1945-10-23,F,Lowell,AZ,PLAN_BRONZE
a19e5a5b-084c-13c5-fcd6-c5fb27e80b14,Demetra94 Jaskolski867,2017-02-07,F,Boston,IL,PLAN_GOLD
d1ac7006-362b-cc1d-d516-f11d65055473,Nita296 McLaughlin530,1932-09-18,F,Wellesley,WA,PLAN_GOLD
2e555528-3530-497a-222a-7a3bbb35d938,Bob965 Waelchi213,1948-08-17,M,Charlton,WA,PLAN_SILVER
7049fd33-ca55-6cfd-3dd9-dfcea6228600,Parker433 Davis923,1979-01-18,M,Swampscott,NY,PLAN_SILVER
3dfce025-b696-711a-8c2d-6903736e2882,Henry768 Gottlieb798,1962-10-04,F,Scituate,MA,PLAN_PLATINUM
d02b2ca5-7e63-1c3d-505f-3a7218bac46d,Krystyna791 VonRueden376,1960-05-29,F,Lowell,GA,PLAN_BRONZE
05877654-69c4-d607-400e-e162ea103642,Yuonne878 Dooley940,1994-02-06,F,Bedford,FL,PLAN_SILVER
f75b4628-3ea9-4f6c-b3a6-e7ff678f58cf,Joseph689 Stiedemann542,1981-03-08,F,Upton,IL,PLAN_PLATINUM
859e5c6f-f1db-308d-0e33-57d392c1bf04,Augustine565 Gorczany269,2009-09-19,M,Springfield,WA,PLAN_PLATINUM
ad95e4f9-ac42-a37b-9844-01a21e8fd5db,Rachell479 Lesch175,2006-04-19,F,Saugus,NY,PLAN_PLATINUM
f0aa92fa-13d6-6e8c-cc01-9986ce990b5e,Jamie386 Luettgen772,1967-04-25,M,Canton,PA,PLAN_GOLD
67c6597f-c239-a595-beac-b2941e7b54ff,Levi940 Ratke343,1964-08-20,M,Pepperell,TX,PLAN_BRONZE
6eca45da-1034-4775-72fd-fa3012b4ca45,Charlott617 Ryan260,2011-09-13,F,Boston,NC,PLAN_GOLD
ce54be47-1a8f-e1eb-9b4d-ca61378d9f41,Trinh357 Sanford861,1924-12-04,F,Danvers,WI,PLAN_GOLD
